CHROM,BIN_START,BIN_END,N_VARIANTS,PI,site,year,host_species
singlecopy_cds_833,1,1000,5,0.00106284,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_834,1,1000,1,0.000545455,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_836,1,1000,3,0.000727923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_838,1,1000,1,4.54959e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_838,1001,2000,3,0.00071331,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_841,1,1000,3,0.000546506,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_844,1,1000,3,0.000637262,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_845,1,1000,8,0.00201763,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_849,1,1000,1,6.06612e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_851,1,1000,4,0.000939394,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_852,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_856,1,1000,3,0.000485503,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_856,1001,2000,8,0.00159633,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_856,2001,3000,7,0.00174621,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_856,3001,4000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_856,4001,5000,1,0.000181923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_860,1,1000,8,0.00168785,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_860,1001,2000,1,0.00030303,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_861,1,1000,3,0.000848755,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_866,1,1000,1,0.000227404,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_867,1,1000,2,0.000303439,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_868,1,1000,3,0.000469846,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_869,1,1000,8,0.00135483,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_870,1,1000,3,0.000469846,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_871,1,1000,4,0.000773923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_873,1,1000,3,0.000364365,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_873,1001,2000,1,0.000484848,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_881,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_882,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_884,1,1000,10,0.00203836,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_886,1,1000,13,0.00379221,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_892,1,1000,1,0.000363752,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_899,1,1000,2,0.000545943,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_900,1,1000,1,0.000318283,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_901,1,1000,2,0.000364127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_905,1,1000,21,0.00284156,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_909,1,1000,1,0.000242564,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_910,1,1000,12,0.0018266,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_912,1,1000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_914,1,1000,3,0.00137879,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_914,1001,2000,1,0.000136469,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_915,1,1000,1,0.000121306,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_916,1,1000,2,0.000379029,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_918,1,1000,5,0.00104774,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_921,1,1000,4,0.00139519,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_923,1,1000,5,0.00147103,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_924,1,1000,1,0.000545455,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_925,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_927,1,1000,4,0.000925659,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_930,1,1000,2,0.000712121,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_931,1,1000,2,0.000318467,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_932,1,1000,2,0.000682252,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_936,1,1000,16,0.00333293,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_937,1,1000,6,0.00145799,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_938,1,1000,2,0.000242641,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_940,1,1000,1,0.000181923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_940,1001,2000,1,1.51665e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_942,1,1000,2,0.000333718,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_947,1,1000,1,0.000181923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_952,1,1000,5,0.000941863,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_952,1001,2000,3,0.000531221,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_953,1,1000,2,0.000651515,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_954,1,1000,1,0.000121306,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_956,1,1000,4,0.000788632,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_956,1001,2000,1,0.00030303,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_957,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_958,1,1000,5,0.000547537,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_959,1,1000,4,0.00048616,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_961,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_962,1,1000,4,0.000850405,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_963,1,1000,1,0.000227404,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_965,1,1000,2,0.000242799,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_966,1,1000,5,0.00104835,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_969,1,1000,3,0.000364459,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_971,1,1000,3,0.000636972,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_973,1,1000,1,4.54959e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_975,1,1000,3,0.000834345,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_976,1,1000,5,0.00148665,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_977,1,1000,3,0.00101515,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_978,1,1000,9,0.00310705,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_979,1,1000,5,0.00172827,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_979,1001,2000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_981,1,1000,4,0.000516513,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_982,1,1000,3,0.000318674,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_985,1,1000,4,0.000713353,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_986,1,1000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_987,1,1000,3,0.000576124,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_987,1001,2000,1,0.00030303,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_989,1,1000,13,0.00363868,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_991,1,1000,2,0.000409327,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_992,1,1000,5,0.000911425,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_992,1001,2000,4,0.00107755,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_992,2001,3000,7,0.00133865,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_992,3001,4000,7,0.00103387,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_995,1,1000,1,0.000181923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_996,1,1000,3,0.000622249,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_998,1,1000,3,0.000727923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_998,1001,2000,2,0.000121416,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_999,1,1000,9,0.00225266,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1000,1,1000,2,0.000409221,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1001,1,1000,8,0.00187998,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1003,1,1000,3,0.000925364,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1004,1,1000,1,0.000318283,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1005,1,1000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1011,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1018,1,1000,3,0.000379225,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1019,1,1000,3,0.00109091,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1021,1,1000,3,0.000606254,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1021,1001,2000,3,0.00078838,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1022,1,1000,2,0.000288211,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1023,1,1000,2,0.000242799,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1024,1,1000,3,0.000804212,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1025,1,1000,2,0.000560963,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1027,1,1000,6,0.00109456,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1028,1,1000,1,0.000121306,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1029,1,1000,17,0.00459383,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1031,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1033,1,1000,3,0.000637426,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1036,1,1000,6,0.00147139,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1038,1,1000,3,0.00106094,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1042,1,1000,2,0.000364127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1043,1,1000,2,0.000212353,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1048,1,1000,3,0.000576421,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1049,1,1000,4,0.000910249,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1050,1,1000,5,0.00104693,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1051,1,1000,2,0.000197302,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1052,1,1000,2,0.000500447,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1053,1,1000,4,0.00151651,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1055,1,1000,3,0.000516113,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1057,1,1000,2,0.000848755,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1058,1,1000,1,0.00030303,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1059,1,1000,5,0.000562669,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1060,1,1000,1,0.000227404,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1061,1,1000,5,0.00116913,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1063,1,1000,2,0.000560963,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1064,1,1000,2,0.000288101,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1067,1,1000,5,0.000896017,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1068,1,1000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1070,1,1000,3,0.000303674,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1071,1001,2000,2,0.000182064,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1074,1,1000,8,0.0021576,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1075,1,1000,1,0.000318283,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1078,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1080,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1081,1,1000,5,0.00122979,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1082,1,1000,2,0.000454835,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1082,1001,2000,3,0.000334042,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1084,1,1000,4,0.00101691,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1084,1001,2000,2,0.000364127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1084,2001,3000,1,0.000530303,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1084,3001,4000,2,0.000530472,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1085,1,1000,14,0.0020709,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1090,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1096,1,1000,6,0.00124282,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1096,1001,2000,1,0.000318283,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1097,1,1000,2,0.000787879,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1101,1,1000,4,0.000759474,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1103,1,1000,10,0.000825297,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1105,1,1000,6,0.00106318,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1107,1,1000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1111,1,1000,2,0.000242641,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1116,1,1000,8,0.000412031,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1117,1,1000,4,0.000622608,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1118,1,1000,8,0.00106485,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1118,1001,2000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1121,1,1000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1121,1001,2000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1130,1,1000,3,0.000591474,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1132,1,1000,1,0.000227404,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1134,1,1000,1,6.06612e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1135,1,1000,2,0.000212366,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1137,1,1000,6,0.00101876,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1139,1,1000,5,0.00127493,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1144,1,1000,2,0.000379029,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1146,1,1000,3,0.000804005,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1147,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1149,1,1000,3,0.000288329,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1151,1,1000,2,0.000409327,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1151,1001,2000,1,0.000363752,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1152,1,1000,2,0.000333718,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1154,1,1000,2,0.000257857,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1156,1,1000,1,0.000409091,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1156,1001,2000,1,0.000121306,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1157,1,1000,1,4.54959e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1158,1,1000,4,0.001077,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1159,1,1000,2,0.000485407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1160,1,1000,1,0.000136469,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1161,1,1000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1163,1,1000,2,0.000333333,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1165,1,1000,1,0.000409091,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1167,1,1000,2,0.000288211,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1168,1,1000,3,0.000258127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1176,1,1000,2,0.000364127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1177,1,1000,1,0.000227404,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1180,1,1000,1,0.00030303,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1181,1,1000,1,0.000545455,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1183,1,1000,5,0.000486485,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1191,1,1000,2,0.000469697,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1193,1,1000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1194,1,1000,8,0.000990914,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1196,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1199,1,1000,17,0.00210116,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1200,1,1000,2,9.10747e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1205,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1207,1,1000,2,0.000166947,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1208,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1209,1,1000,4,0.000849953,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1213,1,1000,3,0.000531084,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1213,1001,2000,2,0.000439734,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1214,1,1000,2,0.000772973,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1214,1001,2000,3,0.000727736,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1215,1,1000,5,0.0011236,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1217,1,1000,2,0.000561108,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1218,1,1000,1,0.000227404,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1220,1,1000,1,0.000121306,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1221,1,1000,5,0.000896234,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1225,1,1000,6,0.0012764,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1228,1,1000,2,0.000833333,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1229,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1234,1,1000,3,0.00131818,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1236,1,1000,5,0.0018036,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1236,1001,2000,4,0.000759129,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1236,3001,4000,1,4.54959e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1243,1,1000,2,0.000485157,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1244,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1245,1,1000,5,0.000955704,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1246,1,1000,1,1.51665e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1247,1,1000,5,0.00116943,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1248,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1255,1,1000,3,0.000334108,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1257,1,1000,5,0.000410853,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1258,1,1000,3,0.000712348,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1259,1,1000,2,0.00059125,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1260,1,1000,3,0.000727968,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1261,1,1000,2,0.000288101,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1262,1,1000,2,0.000257924,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1264,1,1000,1,0.000318283,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1266,1,1000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1272,1,1000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1276,1,1000,5,0.00123011,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1279,1,1000,3,0.000834079,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1279,1001,2000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1281,1,1000,1,4.54959e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1282,1,1000,3,0.000637465,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1289,1,1000,3,0.000591626,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1292,1,1000,1,0.000106122,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1295,1,1000,2,0.000303127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1301,1,1000,3,0.000712942,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1303,1,1000,4,0.00110712,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1303,1001,2000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1304,1,1000,3,0.000833813,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1305,1,1000,2,0.000364033,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1306,1,1000,2,0.000303127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1307,1,1000,7,0.00107983,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1308,1,1000,1,7.58162e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1308,1001,2000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1310,1,1000,9,0.00186913,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1311,1,1000,1,0.000242501,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1312,1,1000,1,0.000166667,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1314,1,1000,1,0.000181923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1315,1,1000,1,6.06612e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1320,1,1000,2,0.00062141,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1321,1,1000,1,0.000409091,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1323,1,1000,2,0.000424622,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1325,1,1000,2,0.000318467,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1326,1,1000,5,0.000865853,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1327,1,1000,2,0.000318467,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1329,1,1000,4,0.00100173,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1331,1,1000,5,0.000638453,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1332,1,1000,4,0.000637668,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1333,1,1000,3,0.000379593,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1334,1,1000,1,0.000318283,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1339,1,1000,5,0.00150182,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1340,1,1000,2,0.000409221,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1341,1,1000,4,0.000455747,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1343,1,1000,7,0.00144197,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1347,1,1000,5,0.0011844,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1350,1,1000,5,0.00106156,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1352,1,1000,3,0.000924537,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1355,1,1000,2,9.10692e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1358,1,1000,2,0.000364127,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1359,1,1000,6,0.000987902,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1360,1,1000,3,0.000485437,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1361,1,1000,2,9.10692e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1362,1,1000,3,0.000667395,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1364,1,1000,2,0.00059125,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1368,1,1000,2,0.000454835,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1368,1001,2000,1,0.000181923,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1370,1,1000,2,0.000469697,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1371,1,1000,1,0.000136407,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1372,1,1000,6,0.0015638,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1373,1,1000,3,0.000425118,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1375,1,1000,1,7.58162e-05,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1377,1,1000,3,0.000773618,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1380,1,1000,1,0.000121306,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1381,1,1000,2,0.000848755,Site6_HZ,2013,Rhinolophus affinis
singlecopy_cds_1386,1,1000,4,0.00116808,Site6_HZ,2013,Rhinolophus affinis
