CHROM,BIN_START,BIN_END,N_VARIANTS,PI,site,year,host_species
lcl|NW_017739017.1_cds_XP_019589284.1_14012,1,1000,2,0.00027519,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589284.1_14012,1001,2000,2,0.000783712,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589323.1_14018,1,1000,8,0.00102014,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589323.1_14018,1001,2000,3,0.000767146,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589323.1_14018,2001,3000,4,0.000750857,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589291.1_14033,1,1000,1,0.00010836,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589291.1_14033,1001,2000,3,0.000325763,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589270.1_14068,1,1000,1,0.000166742,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589347.1_14082,1,1000,5,0.000801978,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589283.1_14084,1,1000,2,0.00040018,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589382.1_14085,1,1000,2,0.000433438,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589382.1_14085,1001,2000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739017.1_cds_XP_019589289.1_14106,1,1000,3,0.000717013,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739019.1_cds_XP_019589663.1_14200,1,1000,1,0.000225101,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739019.1_cds_XP_019589511.1_14276,1,1000,4,0.0010598,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739019.1_cds_XP_019589511.1_14276,1001,2000,1,0.000266787,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739019.1_cds_XP_019589451.1_14347,1,1000,1,0.00010836,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739022.1_cds_XP_019589809.1_14501,1,1000,1,0.000166742,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589974.1_14542,1,1000,5,0.000567513,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589974.1_14542,1001,2000,2,0.000983333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589852.1_14543,1,1000,2,0.000183498,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589971.1_14591,1,1000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589932.1_14600,1,1000,2,0.000525,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589932.1_14600,1001,2000,2,0.000633333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589932.1_14600,2001,3000,4,0.000558603,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739023.1_cds_XP_019589932.1_14600,3001,4000,2,0.000575278,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019589995.1_14701,1,1000,4,0.00124227,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019589995.1_14701,1001,2000,2,0.00023339,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019589998.1_14708,1,1000,2,0.00052553,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019589998.1_14708,1001,2000,2,0.000550248,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019589998.1_14708,2001,3000,2,0.000367153,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019590121.1_14722,1,1000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019590115.1_14723,1,1000,2,0.000508456,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739024.1_cds_XP_019590001.1_14750,1,1000,2,0.00023339,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739025.1_cds_XP_019590168.1_14835,1,1000,1,0.000133417,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739025.1_cds_XP_019590168.1_14835,1001,2000,3,0.000158694,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739025.1_cds_XP_019590347.1_14879,1,1000,4,0.000501488,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739025.1_cds_XP_019590347.1_14879,1001,2000,9,0.00231669,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739025.1_cds_XP_019590347.1_14879,2001,3000,1,0.000175109,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739026.1_cds_XP_019590439.1_14979,1,1000,1,0.000200048,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739027.1_cds_XP_019590476.1_15056,1,1000,9,0.00197596,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739027.1_cds_XP_019590476.1_15056,1001,2000,9,0.00308632,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739027.1_cds_XP_019590480.1_15066,1001,2000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739028.1_cds_XP_019590516.1_15162,1,1000,4,0.00146768,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739028.1_cds_XP_019590516.1_15162,1001,2000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739029.1_cds_XP_019590699.1_15261,1,1000,12,0.00253333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739029.1_cds_XP_019590811.1_15265,1,1000,6,0.00103658,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739029.1_cds_XP_019590792.1_15283,1,1000,4,0.000675794,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739029.1_cds_XP_019590720.1_15296,1,1000,4,0.00151667,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739029.1_cds_XP_019590730.1_15360,1,1000,1,0.000175109,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590833.1_15404,1,1000,8,0.00163908,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590931.1_15407,1,1000,2,0.000667128,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590925.1_15413,1,1000,1,7.50469e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590925.1_15413,1001,2000,8,0.00217794,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590866.1_15423,1,1000,3,0.00112554,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590866.1_15423,1001,2000,2,0.000783333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590834.1_15437,1,1000,3,0.000575758,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590821.1_15438,1,1000,4,0.00114277,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590951.1_15478,1,1000,1,0.00010836,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590826.1_15509,1,1000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590826.1_15509,1001,2000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590826.1_15509,2001,3000,3,0.00100906,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739030.1_cds_XP_019590826.1_15509,3001,4000,12,0.00277922,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739031.1_cds_XP_019590962.1_15527,1,1000,2,0.000333622,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591232.1_15614,1,1000,2,0.000466667,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591231.1_15615,1,1000,2,0.000325079,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591157.1_15637,1,1000,4,0.0005,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591306.1_15649,1,1000,1,0.00010836,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591306.1_15649,1001,2000,3,0.000450218,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591224.1_15663,1,1000,5,0.00121784,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591224.1_15663,1001,2000,2,0.00036692,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591154.1_15674,1,1000,4,0.00126697,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591030.1_15678,1,1000,4,0.000633772,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591269.1_15683,1,1000,2,0.000275241,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591175.1_15694,1,1000,4,0.001367,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591175.1_15694,1001,2000,2,0.00036692,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591244.1_15716,1,1000,2,0.00036692,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591037.1_15719,1001,2000,2,0.000400193,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591283.1_15721,1,1000,4,0.000817177,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591023.1_15752,1,1000,2,0.000433438,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739032.1_cds_XP_019591174.1_15803,1,1000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739033.1_cds_XP_019591425.1_15850,1,1000,2,0.000775187,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739033.1_cds_XP_019591392.1_15872,1,1000,4,0.00103451,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739035.1_cds_XP_019591488.1_16073,1,1000,4,0.000959661,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739035.1_cds_XP_019591488.1_16073,1001,2000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739035.1_cds_XP_019591558.1_16101,1,1000,4,0.0012506,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739035.1_cds_XP_019591558.1_16101,1001,2000,2,0.000558333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739036.1_cds_XP_019591618.1_16196,1,1000,1,0.000200048,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739036.1_cds_XP_019591757.1_16237,1,1000,1,5.83781e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739037.1_cds_XP_019591773.1_16259,1,1000,4,0.000918097,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739037.1_cds_XP_019591773.1_16259,1001,2000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739039.1_cds_XP_019591947.1_16391,1,1000,4,0.000567888,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739039.1_cds_XP_019591947.1_16391,1001,2000,5,0.00154167,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739039.1_cds_XP_019591947.1_16391,2001,3000,1,0.0004,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739040.1_cds_XP_019592170.1_16549,1,1000,6,0.00124197,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739040.1_cds_XP_019591983.1_16563,1,1000,1,0.000200048,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739042.1_cds_XP_019592268.1_16663,1001,2000,1,6.67251e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739042.1_cds_XP_019592266.1_16704,1,1000,29,0.00655641,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739042.1_cds_XP_019592266.1_16704,1001,2000,6,0.0002346,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592642.1_16759,1,1000,7,0.00140936,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592281.1_16812,1,1000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592295.1_16824,1,1000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592295.1_16824,1001,2000,1,0.000375091,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,1,1000,2,0.000408844,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,1001,2000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592448.1_16828,2001,3000,1,0.000333414,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592599.1_16829,1,1000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592599.1_16829,1001,2000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592634.1_16832,1,1000,1,0.0004,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592646.1_16901,1,1000,12,0.00275833,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592422.1_16921,1,1000,1,0.0005,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592322.1_16942,1,1000,1,0.000275066,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592577.1_16972,1,1000,1,0.000325,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592525.1_17000,1,1000,1,0.000200048,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,1,1000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,1001,2000,1,0.0005,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592527.1_17006,3001,4000,2,0.000400097,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,1,1000,2,0.000325079,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,1001,2000,4,0.000825888,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,2001,3000,2,0.000433438,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592560.1_17018,3001,4000,2,0.000466667,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739043.1_cds_XP_019592280.1_17026,1,1000,4,0.00074288,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739045.1_cds_XP_019592749.1_17128,1,1000,3,0.0011086,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739046.1_cds_XP_019592757.1_17241,1,1000,3,0.000658811,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593114.1_17427,1,1000,4,0.000608902,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593114.1_17427,1001,2000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593058.1_17433,1,1000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593058.1_17433,1001,2000,10,0.00334167,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739050.1_cds_XP_019593113.1_17449,1,1000,3,0.000791667,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593490.1_17503,1,1000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593418.1_17558,1,1000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593172.1_17600,1,1000,1,0.0005,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593172.1_17600,1001,2000,2,0.000216771,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593447.1_17602,1,1000,7,0.00110994,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593446.1_17603,1,1000,7,0.00162775,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593446.1_17603,1001,2000,5,0.000568529,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593446.1_17603,2001,3000,4,0.000792433,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593488.1_17604,1,1000,1,0.000166742,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593488.1_17604,1001,2000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593501.1_17617,1,1000,5,0.000735196,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593378.1_17627,1,1000,1,0.000325,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593377.1_17629,1,1000,1,0.000400097,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593377.1_17629,1001,2000,1,0.000275066,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593377.1_17629,2001,3000,3,0.000650157,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593255.1_17647,1,1000,7,0.00174385,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593372.1_17660,1,1000,1,0.000333414,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593376.1_17661,1,1000,1,0.000233333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593480.1_17665,1,1000,5,0.00135061,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593480.1_17665,1001,2000,1,0.000200048,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593274.1_17674,1,1000,1,0.000100077,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593326.1_17697,1,1000,2,0.000358333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593403.1_17729,1,1000,2,0.000216764,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593487.1_17733,1,1000,2,0.00023339,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593389.1_17750,1,1000,6,0.0015087,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593390.1_17753,1,1000,3,0.001392,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593390.1_17753,1001,2000,5,0.00100139,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593393.1_17759,1,1000,6,0.000933785,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593383.1_17791,1,1000,1,0.000375091,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739052.1_cds_XP_019593384.1_17792,1,1000,10,0.00325787,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739054.1_cds_XP_019593597.1_17928,1,1000,1,0.000125096,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739054.1_cds_XP_019593610.1_17946,1,1000,3,0.000792737,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593745.1_18015,1,1000,2,0.000825,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593822.1_18060,1,1000,2,0.000216771,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593822.1_18060,1001,2000,2,0.000466667,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739056.1_cds_XP_019593822.1_18060,2001,3000,2,0.000241937,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739057.1_cds_XP_019593834.1_18143,1,1000,5,0.000942091,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739057.1_cds_XP_019593834.1_18143,1001,2000,2,0.00040018,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739057.1_cds_XP_019593834.1_18143,2001,3000,2,0.000216764,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593889.1_18174,1,1000,2,0.00025,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593889.1_18174,1001,2000,6,0.00115,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593889.1_18174,2001,3000,6,0.00119224,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594043.1_18199,1,1000,7,0.00187545,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593954.1_18206,1,1000,1,9.17079e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593953.1_18208,1,1000,3,0.000900623,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019593987.1_18276,1,1000,2,0.000200138,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594026.1_18279,1,1000,3,0.000684092,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594026.1_18279,1001,2000,1,7.50469e-05,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594027.1_18284,1,1000,2,0.000358333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739058.1_cds_XP_019594027.1_18284,1001,2000,2,0.00023339,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739059.1_cds_XP_019594068.1_18364,1,1000,4,0.00138434,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739059.1_cds_XP_019594135.1_18365,1,1000,2,0.000608628,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594390.1_18459,1,1000,4,0.000608333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594276.1_18492,1,1000,2,0.000333634,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594272.1_18535,1,1000,1,0.000333414,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594353.1_18573,1,1000,3,0.000350511,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594353.1_18573,1001,2000,2,0.000533591,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594245.1_18594,1,1000,8,0.0013272,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594245.1_18594,1001,2000,3,0.00084187,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594244.1_18603,1,1000,4,0.000650472,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594244.1_18603,1001,2000,8,0.00141863,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594255.1_18609,1,1000,3,0.000591667,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594255.1_18609,1001,2000,1,0.0004,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594223.1_18613,1,1000,2,0.00023339,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594257.1_18614,1,1000,2,0.000200138,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739061.1_cds_XP_019594204.1_18638,1,1000,2,0.000350158,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594573.1_18762,1,1000,4,0.000926637,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,1,1000,2,0.000200138,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,1001,2000,1,0.00010836,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,2001,3000,3,0.000683333,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594694.1_18805,3001,4000,4,0.00101779,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594654.1_18855,1,1000,5,0.000842861,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739065.1_cds_XP_019594654.1_18855,1001,2000,2,0.000150183,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739068.1_cds_XP_019594831.1_19008,1,1000,1,0.000166742,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739068.1_cds_XP_019594839.1_19013,1,1000,2,0.000166846,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594994.1_19173,1,1000,4,0.00105047,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595090.1_19188,1,1000,2,0.00025,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595090.1_19188,1001,2000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594992.1_19194,1,1000,3,0.000350388,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019594992.1_19194,1001,2000,8,0.00239656,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595067.1_19195,1,1000,3,0.000492196,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595075.1_19235,1,1000,2,0.000183474,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595104.1_19242,1,1000,5,0.0014507,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595104.1_19242,1001,2000,1,0.000408432,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739070.1_cds_XP_019595079.1_19246,1,1000,1,0.000125,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595150.1_19278,1,1000,1,0.000208464,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595209.1_19286,1,1000,4,0.000784844,Site6_HZ,2013,Rhinolophus sinicus
lcl|NW_017739071.1_cds_XP_019595124.1_19327,1,1000,3,0.000958565,Site6_HZ,2013,Rhinolophus sinicus
